"name"	"taxRank"	"taxID"	"Max"	"X5089.cladeReads"	"X5090.cladeReads"	"X5091.cladeReads"	"X5092.cladeReads"	"X5093.cladeReads"	"X5094.cladeReads"	"X5101.cladeReads"	"X5102.cladeReads"	"X5103.cladeReads"	"X5104.cladeReads"	"X5105.cladeReads"	"X5106.cladeReads"	"lineage"
"Dietzia kunjamensis"	"S"	322509	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Dietziaceae>Dietzia"
"Schaalia sp. 19OD2882"	"S"	2794089	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae>Schaalia>unclassified&nbsp;Schaalia"
"Pseudonocardia abyssalis"	"S"	2792008	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Pseudonocardia"
"Amycolatopsis sp. NBC_00348"	"S"	2975956	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Amycolatopsis>unclassified&nbsp;Amycolatopsis"
"Amycolatopsis sp. TNS106"	"S"	2861750	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Amycolatopsis>unclassified&nbsp;Amycolatopsis"
"Saccharopolyspora erythraea"	"S"	1836	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Saccharopolyspora"
"Saccharomonospora xinjiangensis"	"S"	75294	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Saccharomonospora"
"Nocardioides sp. R1-1"	"S"	3383502	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Nocardioides>unclassified&nbsp;Nocardioides"
"Nocardioides sp. cx-173"	"S"	2898796	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Nocardioides>unclassified&nbsp;Nocardioides"
"Aeromicrobium wangtongii"	"S"	2969247	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Micromonospora sp. JCM 30529"	"S"	3421643	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae>Micromonospora>unclassified&nbsp;Micromonospora"
"Jatrophihabitans telluris"	"S"	2038343	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Jatrophihabitantales>Jatrophihabitantaceae>Jatrophihabitans"
"Cylindrospermopsis raciborskii"	"S"	77022	3	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Aphanizomenonaceae>Cylindrospermopsis"
"Dolichospermum flos-aquae"	"S"	1166	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Aphanizomenonaceae>Dolichospermum"
"Synechococcus sp. MVIR-18-1"	"S"	1386941	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae>Synechococcus>unclassified&nbsp;Synechococcus"
"Prochlorococcus sp. MIT 1307"	"S"	3096219	4	NA	NA	NA	NA	NA	NA	NA	1	NA	4	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Prochlorococcaceae>Prochlorococcus>unclassified&nbsp;Prochlorococcus"
"Prochlorococcus sp. MIT 1342"	"S"	3082532	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Prochlorococcaceae>Prochlorococcus>unclassified&nbsp;Prochlorococcus"
"Microcystis sp. MC19"	"S"	1967666	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis>unclassified&nbsp;Microcystis"
"Limnospira fusiformis"	"S"	54297	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Oscillatoriales>Sirenicapillariaceae>Limnospira"
"Moorena producens"	"S"	1155739	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Coleofasciculales>Coleofasciculaceae>Moorena"
"Thermoleptolyngbya oregonensis"	"S"	2303529	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oculatellales>Oculatellaceae>Thermoleptolyngbya"
"Spiroplasma endosymbiont of Agriotes lineatus"	"S"	3077930	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>unclassified&nbsp;Spiroplasma"
"Spiroplasma alleghenense"	"S"	216931	34	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	34	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma chinense"	"S"	216932	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Mycoplasmopsis verecunda"	"S"	171291	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Mycoplasmopsis"
"Metamycoplasma canadense"	"S"	29554	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Metamycoplasma"
"Fervidobacterium nodosum"	"S"	2424	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Thermotogota>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Salinigranum rubrum"	"S"	755307	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloferacaceae>Salinigranum"
"Natrinema pellirubrum"	"S"	69525	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Natrialbaceae>Natrinema"
"Haloterrigena alkaliphila"	"S"	2816475	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Natrialbaceae>Haloterrigena"
"Halorhabdus sp. SVX81"	"S"	2978283	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae>Halorhabdus>unclassified&nbsp;Halorhabdus"
"Halosegnis marinus"	"S"	3034023	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Natronomonadaceae>Halosegnis"
"Halobacterium zhouii"	"S"	2902624	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Halobacteriaceae>Halobacterium"
"Methanolobus sp. ZRKC3"	"S"	3125786	6	NA	NA	NA	NA	NA	NA	NA	2	6	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanolobus>unclassified&nbsp;Methanolobus"
"Methanospirillum purgamenti"	"S"	2834276	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanospirillaceae>Methanospirillum"
"Methanobacterium petrolearium"	"S"	710190	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Methanotorris igneus"	"S"	2189	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanocaldococcaceae>Methanotorris"
"Candidatus Nitrosopelagicus brevis"	"S"	1410606	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	"cellular&nbsp;organisms>Archaea>Thermoproteati>Nitrososphaerota>Nitrososphaerota&nbsp;incertae&nbsp;sedis>Candidatus&nbsp;Nitrosopelagicus"
"Jahgtovirus secundus"	"S"	2955998	4757	NA	NA	NA	NA	NA	NA	NA	1	4757	3280	NA	583	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Intestiviridae>Churivirinae>Jahgtovirus"
"Hacihdavirus animalis"	"S"	2955969	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Intestiviridae>Obtuvirinae>Hacihdavirus"
"Skunavirus sv340"	"S"	2845158	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus CHPC959"	"S"	2845400	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus P656"	"S"	2845437	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus sv42"	"S"	2845445	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus LP0903"	"S"	2845412	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus CHPC361"	"S"	2845395	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus P680"	"S"	2845438	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus sv62605"	"S"	2845176	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Skunavirus sv79201"	"S"	2845180	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Skunavirus"
"Lipsvirus ssm7"	"S"	2956125	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Pantevenvirales>Kyanoviridae>Lipsvirus"
"Kanaloavirus scam9"	"S"	2734111	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Pantevenvirales>Kyanoviridae>Kanaloavirus"
"Moineauvirus CHPC875"	"S"	3060333	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Moineauvirus"
"Kolesnikvirus M7"	"S"	1985307	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Andersonviridae>Ounavirinae>Kolesnikvirus"
"Mycobacterium phage RhynO"	"S"	1458846	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Fromanvirus>unclassified&nbsp;Fromanvirus"
"Lactococcus phage Tuc2009"	"S"	35241	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Aphroditevirus av2TSL2019"	"S"	2846599	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Chimalliviridae>Gorgonvirinae>Aphroditevirus"
"Qingdaovirus J21"	"S"	2734135	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Qingdaovirus"
"Mardivirus spheniscidalpha1"	"S"	3048326	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Peploviricota>Herviviricetes>Herpesvirales>Orthoherpesviridae>Alphaherpesvirinae>Mardivirus"
"Apocheima cinerarium nucleopolyhedrovirus"	"S"	307461	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Viruses&nbsp;incertae&nbsp;sedis>Naldaviricetes>Lefavirales>Baculoviridae>Alphabaculovirus>unclassified&nbsp;Alphabaculovirus"
"Bacteroides sp. BFG-637"	"S"	2972764	2	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>unclassified&nbsp;Bacteroides"
"Candidatus Bacteroides intestinigallinarum"	"S"	2838470	6	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Tenacibaculum pacificus"	"S"	3018314	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Myroides fluvii"	"S"	2572594	6	NA	NA	NA	NA	NA	NA	NA	NA	1	1	6	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides"
"Leeuwenhoekiella sp. A16"	"S"	3141462	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Leeuwenhoekiella>unclassified&nbsp;Leeuwenhoekiella"
"Kaistella daneshvariae"	"S"	2487074	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Kaistella"
"Frederiksenia canicola"	"S"	123824	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Frederiksenia"
"Candidatus Ishikawella capsulata"	"S"	168169	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Ishikawella"
"Arsenophonus endosymbiont of Aleurodicus dispersus"	"S"	235559	7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	7	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus>unclassified&nbsp;Arsenophonus"
"Yersinia similis"	"S"	367190	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex"
"Gibbsiella quercinecans"	"S"	929813	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Gibbsiella"
"Alteromonas naphthalenivorans"	"S"	715451	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Alteromonas"
"Alteromonas ulvae"	"S"	3410269	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Alteromonas"
"Pseudoalteromonas sp. 13-15"	"S"	1761891	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas>unclassified&nbsp;Pseudoalteromonas"
"Pseudoalteromonas viridis"	"S"	339617	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Colwellia sp. PAMC 21821"	"S"	1816219	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia>unclassified&nbsp;Colwellia"
"Vibrio sp. SS-MA-C1-2"	"S"	2908646	5	NA	NA	NA	NA	NA	NA	NA	NA	5	5	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>unclassified&nbsp;Vibrio"
"Vibrio sp. B1REV9"	"S"	2751179	25	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	25	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>unclassified&nbsp;Vibrio"
"Vibrio ruber"	"S"	184755	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio aquimaris"	"S"	2587862	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Thaumasiovibrio subtropicus"	"S"	1891207	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Thaumasiovibrio"
"Pseudomonas sp. 15A4"	"S"	2804761	11	NA	NA	NA	NA	NA	NA	NA	NA	11	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. SG20052"	"S"	3074147	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas inefficax"	"S"	2078786	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas congelans"	"S"	200452	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas mediterranea"	"S"	183795	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas versuta"	"S"	1788301	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas asiatica"	"S"	2219225	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas fragariae (ex Marin et al. 2024)"	"S"	3080056	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Halopseudomonas phragmitis"	"S"	1931241	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Halopseudomonas"
"Psychrobacter sp. DM8"	"S"	3440636	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Halomonas litopenaei"	"S"	2109328	32	NA	NA	NA	NA	NA	NA	NA	NA	32	27	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas sp. KG2"	"S"	2951138	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas>unclassified&nbsp;Halomonas"
"Marinomonas mediterranea"	"S"	119864	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Marinomonas"
"Aeromonas sp. FDAARGOS 1411"	"S"	2778060	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>unclassified&nbsp;Aeromonas"
"Simiduia sp. 21SJ11W-1"	"S"	2909669	10	NA	NA	NA	NA	NA	NA	NA	NA	1	10	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Simiduia>unclassified&nbsp;Simiduia"
"Lysobacter sp. H21R4"	"S"	2781021	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Lysobacteraceae>Lysobacter>unclassified&nbsp;Lysobacter"
